<run.halo.app.controller.admin.api.SheetController$$InterceptorProxy: void <init>()>-><synthetic.method.SingletonFactory: run.halo.app.controller.admin.api.SheetController getSheetController()>
<run.halo.app.controller.admin.api.PostController$$InterceptorProxy: run.halo.app.model.vo.PostDetailVO updateBy(run.halo.app.model.params.PostParam,java.lang.Integer,java.lang.Boolean,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.content.ContentFeedController$$InterceptorProxy: java.lang.String feed(org.springframework.ui.Model,java.lang.String,javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest)>-><run.halo.app.controller.content.ContentFeedController$$InterceptorProxy: java.lang.String getString()>
<run.halo.app.controller.admin.api.PostController$$InterceptorProxy: run.halo.app.model.vo.PostDetailVO getBy(java.lang.Integer,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.content.api.SheetController$$InterceptorProxy: org.springframework.data.domain.Page listCommentsTree(java.lang.Integer,int,org.springframework.data.domain.Sort,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><synthetic.method.SingletonFactory: org.springframework.boot.actuate.metrics.web.servlet.DefaultWebMvcTagsProvider getWebMvcTagsProvider()>
<run.halo.app.controller.content.api.PostController$$InterceptorProxy: org.springframework.data.domain.Page listTopComments(java.lang.Integer,int,org.springframework.data.domain.Sort,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.BackupController$$InterceptorProxy: void deleteBackup(java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void afterCompletion(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.Exception)>
<run.halo.app.controller.admin.api.SheetCommentController$$InterceptorProxy: run.halo.app.model.dto.BaseCommentDTO updateStatusBy(java.lang.Long,run.halo.app.model.enums.CommentStatus,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.SheetCommentController$$SpringCGLIB: run.halo.app.model.dto.BaseCommentDTO updateStatusBy(java.lang.Long,run.halo.app.model.enums.CommentStatus)>
<run.halo.app.controller.admin.api.BackupController$$InterceptorProxy: run.halo.app.model.dto.BackupDTO exportData(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.BackupController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.content.api.PostController$$InterceptorProxy: java.util.List listChildrenBy(java.lang.Integer,java.lang.Long,org.springframework.data.domain.Sort,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
<run.halo.app.controller.admin.api.LinkController$$InterceptorProxy: run.halo.app.model.dto.LinkDTO getBy(java.lang.Integer,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
<run.halo.app.controller.admin.api.PostController$$InterceptorProxy: void likes(java.lang.Integer,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void afterCompletion(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.Exception)>
<run.halo.app.controller.content.api.MenuController$$InterceptorProxy: java.util.List listMenusTree(org.springframework.data.domain.Sort,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
<run.halo.app.controller.admin.api.AdminController$$InterceptorProxy: run.halo.app.model.support.BaseResponse getLogFiles(java.lang.Long,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.AdminController$$InterceptorProxy: org.springframework.web.servlet.resource.ResourceUrlProvider getResourceUrlProviderInstance()>
<run.halo.app.controller.content.ContentIndexController$$InterceptorProxy: org.springframework.web.servlet.resource.ResourceUrlProvider getResourceUrlProviderInstance()>-><org.springframework.web.servlet.resource.ResourceUrlProvider: void setHandlerMap(java.util.Map)>
<run.halo.app.controller.admin.api.MenuController$$InterceptorProxy: run.halo.app.model.dto.MenuDTO deleteBy(java.lang.Integer,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.MenuController$$SpringCGLIB: run.halo.app.model.dto.MenuDTO deleteBy(java.lang.Integer)>
<run.halo.app.controller.admin.api.LinkController$$InterceptorProxy: run.halo.app.model.dto.LinkDTO updateBy(java.lang.Integer,run.halo.app.model.params.LinkParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void <init>(io.micrometer.core.instrument.MeterRegistry,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsProvider)>
<run.halo.app.controller.content.ContentSearchController$$InterceptorProxy: java.lang.String search(org.springframework.ui.Model,java.lang.String,java.lang.Integer,org.springframework.data.domain.Sort,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.JournalController$$InterceptorProxy: java.util.List pageLatest(int,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.StaticStorageController$$InterceptorProxy: void save(run.halo.app.model.params.StaticContentParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.StaticStorageController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.admin.api.PhotoController$$InterceptorProxy: run.halo.app.model.dto.PhotoDTO updateBy(java.lang.Integer,run.halo.app.model.params.PhotoParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void afterCompletion(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.Exception)>
<run.halo.app.controller.admin.api.MailController$$InterceptorProxy: run.halo.app.model.support.BaseResponse testConnection(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><synthetic.method.SingletonFactory: org.springframework.boot.actuate.metrics.web.servlet.DefaultWebMvcTagsProvider getWebMvcTagsProvider()>
<run.halo.app.controller.content.api.JournalController$$InterceptorProxy: run.halo.app.model.dto.JournalDTO getBy(java.lang.Integer,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.content.api.JournalController$$SpringCGLIB: run.halo.app.model.dto.JournalDTO getBy(java.lang.Integer)>
<run.halo.app.controller.admin.api.AttachmentController$$InterceptorProxy: run.halo.app.model.dto.AttachmentDTO getBy(java.lang.Integer,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
<run.halo.app.controller.admin.api.BackupController$$InterceptorProxy: run.halo.app.model.dto.BackupDTO exportData(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.StaticStorageController$$InterceptorProxy: void save(run.halo.app.model.params.StaticContentParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.StaticStorageController$$InterceptorProxy: org.springframework.web.servlet.resource.ResourceUrlProvider getResourceUrlProviderInstance()>
<run.halo.app.controller.admin.api.SheetController$$InterceptorProxy: run.halo.app.model.vo.SheetDetailVO deleteBy(java.lang.Integer,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.AttachmentController$$InterceptorProxy: java.util.List deletePermanentlyInBatch(java.util.List,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.AttachmentController: java.util.List deletePermanentlyInBatch(java.util.List)>
<run.halo.app.controller.content.ContentContentController$$InterceptorProxy: java.lang.String content(java.lang.String,java.lang.String,java.lang.Integer,org.springframework.ui.Model,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.ThemeController$$InterceptorProxy: java.util.List customSheetTemplate(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
<run.halo.app.controller.admin.api.StaticStorageController$$InterceptorProxy: void save(run.halo.app.model.params.StaticContentParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.ThemeController$$InterceptorProxy: run.halo.app.handler.theme.config.support.ThemeProperty active(java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.ThemeController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.admin.api.UserController$$InterceptorProxy: run.halo.app.model.support.BaseResponse updatePassword(run.halo.app.model.params.PasswordParam,run.halo.app.model.entity.User,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.CategoryController$$InterceptorProxy: run.halo.app.model.dto.CategoryDTO updateBy(java.lang.Integer,run.halo.app.model.params.CategoryParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void <init>(io.micrometer.core.instrument.MeterRegistry,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsProvider)>
<run.halo.app.controller.admin.api.BackupController$$InterceptorProxy: void deleteMarkdown(java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void <init>(io.micrometer.core.instrument.MeterRegistry,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsProvider)>
<run.halo.app.controller.admin.api.OptionController$$InterceptorProxy: org.springframework.data.domain.Page listAllWithListView(org.springframework.data.domain.Pageable,run.halo.app.model.params.OptionQuery,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
